pdf,page,country,hs_code,description
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,9,US,0706.10.1000,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled Carrots and turnips Carrots and turnips: Other: Under 10 cm in length."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,9,US,0706.10.2000,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled Carrots and turnips Carrots and turnips: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,9,US,0706.10.4000,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled Carrots and turnips Carrots and turnips: Turnips"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,9,,0706.90,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled Other:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,9,US,0706.90.2000,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled Other: Radishes"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,9,US,0706.90.3000,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled Other: Beets and horseradish"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,9,US,0706.90.4020,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled Other: Celeriac"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,9,US,0706.90.4040,"Carrots, turnips, salad beets (salad beetroot), salsify, celeriac, radishes and similar edible roots, fresh or chilled Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,,0707.00,"Cucumbers, including gherkins, fresh or chilled"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,,0707.00.20,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from December 1 in any year to the last day of the following February, inclusive"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.2015,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from December 1 in any year to the last day of the following February, inclusive Gherkins"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.2037,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from December 1 in any year to the last day of the following February, inclusive Other: Greenhouse: Certified organic: Persian"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.2040,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from December 1 in any year to the last day of the following February, inclusive Other: Greenhouse: Certified organic: Long seedless"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.2045,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from December 1 in any year to the last day of the following February, inclusive Other: Greenhouse: Certified organic: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.2050,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from December 1 in any year to the last day of the following February, inclusive Other: Persian"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.2060,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from December 1 in any year to the last day of the following February, inclusive Other: Long seedless"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.2070,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from December 1 in any year to the last day of the following February, inclusive Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.2080,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from December 1 in any year to the last day of the following February, inclusive Other: Certified organic"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.2090,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from December 1 in any year to the last day of the following February, inclusive Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,,0707.00.40,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from March 1 to April 30, inclusive, in any year"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.4015,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from March 1 to April 30, inclusive, in any year Gherkins"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.4037,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from March 1 to April 30, inclusive, in any year Other: Greenhouse: Certified organic: Persian"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.4040,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from March 1 to April 30, inclusive, in any year Other: Greenhouse: Certified organic: Long seedless"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.4045,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from March 1 to April 30, inclusive, in any year Other: Greenhouse: Certified organic: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.4050,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from March 1 to April 30, inclusive, in any year Other: Persian"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.4060,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from March 1 to April 30, inclusive, in any year Other: Long seedless"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.4070,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from March 1 to April 30, inclusive, in any year Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.4080,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from March 1 to April 30, inclusive, in any year Other: Certified organic"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,10,US,0707.00.4090,"Cucumbers, including gherkins, fresh or chilled: If entered during the period from March 1 to April 30, inclusive, in any year Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,,0707.00,"Cucumbers, including gherkins, fresh or chilled: (con.)"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,,0707.00.50,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from May 1 to June 30, inclusive, or the period from September 1 to November 30, inclusive, in any year."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.5005,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from May 1 to June 30, inclusive, or the period from September 1 to November 30, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Gherkins."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.5022,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from May 1 to June 30, inclusive, or the period from September 1 to November 30, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Greenhouse: Certified organic: Persian"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.5024,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from May 1 to June 30, inclusive, or the period from September 1 to November 30, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Greenhouse: Certified organic: Long seedless"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.5026,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from May 1 to June 30, inclusive, or the period from September 1 to November 30, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Greenhouse: Certified organic: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.5030,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from May 1 to June 30, inclusive, or the period from September 1 to November 30, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Persian"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.5050,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from May 1 to June 30, inclusive, or the period from September 1 to November 30, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Long seedless"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.5060,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from May 1 to June 30, inclusive, or the period from September 1 to November 30, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.5070,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from May 1 to June 30, inclusive, or the period from September 1 to November 30, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Certified organic"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.5085,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from May 1 to June 30, inclusive, or the period from September 1 to November 30, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,,0707.00.60,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from July 1 to August 31, inclusive, in any year."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.6005,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from July 1 to August 31, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Gherkins."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.6013,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from July 1 to August 31, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Greenhouse: Certified organic: Persian"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.6017,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from July 1 to August 31, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Greenhouse: Certified organic: Long seedless"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.6021,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from July 1 to August 31, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Greenhouse: Certified organic: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.6024,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from July 1 to August 31, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Persian"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.6026,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from July 1 to August 31, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Long seedless"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.6028,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from July 1 to August 31, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.6030,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from July 1 to August 31, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Not exceeding 15 cm (6 inches) in length and presented in bulk quantities of 453.6 kg (1,000 lbs) or more."
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.6060,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from July 1 to August 31, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Certified organic"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,11,US,0707.00.6075,"Cucumbers, including gherkins, fresh or chilled: (con.) If entered during the period from July 1 to August 31, inclusive, in any year Cucumbers, including gherkins, fresh or chilled: (con.) Other: Other"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,12,,0708,"Leguminous vegetables, shelled or unshelled, fresh or chilled:"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,12,,0708.10,"Leguminous vegetables, shelled or unshelled, fresh or chilled: Peas (Pisum sativum):"
HS Code/country specific/Chapter 7_2025HTSRev32.pdf,12,,0708.10.20,"Leguminous vegetables, shelled or unshelled, fresh or chilled: Peas (Pisum sativum): If entered during the period from July 1 to September 30, inclusive, in any year."
